state year price pop pop16 cpi ndi sales pimin
18 88 94.4 3727 2867 118.3 11089 173.2 102.1
18 89 103.8 3727 2874 124 11873 171.6 109.4
18 90 115.6 3735.1 2880.3 130.7 12879 182.5 128.6
18 91 120.5 3763.5 2903.6 136.2 13338 170.8 132.5
18 92 135.8 3806.1 2942.1 140.3 14664 167.6 153.1
19 63 30.1 3410 2194 30.6 1675.938 114 27
19 64 30.1 3493 2253.6 31 1782.57 114 27.3
19 65 30.3 3560 2305.5 31.5 1910.328 117.5 27.2
19 66 30 3624 2363.2 32.4 2054.181 119.7 30.3
19 67 31.5 3663 2404.5 33.4 2236.261 120 30.4
19 68 32.5 3710 2455.5 34.8 2413.31 117.3 30.9
19 69 33.3 3745 2467 36.7 2511.895 115.9 30.9
19 70 34.3 3643 2467 38.8 2709.064 115.9 36.2
19 71 39.3 3696 2530.5 40.5 2877.06 119.8 37.5
19 72 40 3737 2580.5 41.8 3075.235 125.3 37.4
19 73 39.9 3753 2616 44.4 3410.222 126.7 37.3
19 74 41.6 3774 2658.3 49.3 3855.864 129.9 41.4
19 75 44.3 3829 2722.8 53.8 4252.215 133.6 43
19 76 48.1 3883 2781.4 56.9 4694.839 139.6 46.4
19 77 48.9 3935 2839.1 60.6 5161.607 140 48.8
19 78 54.2 3978 2889.1 65.2 5786.311 142.7 53.6
19 79 57.1 4018 2933.3 72.6 6416.046 140.1 56.5
19 80 60 4204 3079.4 82.4 7284.194 143.8 59.7
19 81 62.6 4308 3160.2 90.9 8164.413 144 63
19 82 70.3 4362 3200.6 96.5 8669.408 143.9 69.2
19 83 80.7 4438 3256.4 99.6 8984.275 133.7 78.6
19 84 90.7 4462 3274.6 103.9 9465.126 128.9 89
19 85 103 4485 3294.8 107.6 9747.802 125 96.4
19 86 105.1 4499 3313.1 109.6 9902.721 121.2 103.6
19 87 117.8 4461 3290 113.6 10098.88 116.5 113
19 88 120.4 4408 3250 118.3 10793 110.9 119.9
19 89 130.7 4382 3239 124 11348 103.6 125.8
19 90 143.4 4348 3213.9 130.7 12764 101.5 139.9
19 91 149.6 4381 3239.6 136.2 13349 107.2 142.7
19 92 178.1 4417 3274.6 140.3 14163 108.5 160.8
20 63 26.7 985 669.7 30.6 1878.718 138.4 24.2
20 64 26.8 984 668.7 31 2042.64 137.4 24.7
20 65 27.2 986 671.6 31.5 2212.949 139.1 24.7
20 66 29.6 985 673.5 32.4 2356.647 135.1 25.9
20 67 30.3 982 674.5 33.4 2447.123 136 26.5
20 68 32 978 676.4 34.8 2613.174 135.6 29.9
20 69 33.4 978 680.2 36.7 2827.125 135.2 29.9
20 70 38 993 697.5 38.8 3103.876 128.5 31.4
20 71 38.8 1012 716.7 40.5 3280.571 133.2 34.1
20 72 41.5 1028 734 41.8 3507.295 136.5 36.1
20 73 41 1037 747.4 44.4 3870.265 138 36.9
20 74 41.8 1048 760.8 49.3 4234.3 142.1 37.9
20 75 46.7 1058 776.2 53.8 4492.957 140.7 40.8
20 76 49.9 1072 792.5 56.9 5028.365 144.9 43.9
20 77 50.9 1084 808.8 60.6 5440.299 145.6 45
20 78 55 1092 819.3 65.2 5882.037 143.9 49.7
20 79 54.5 1097 828.9 72.6 6445.12 138.5 53.2
20 80 59 1125 851 82.4 7097.615 141.2 55.3
20 81 62.9 1133 862.5 90.9 7850.167 138.9 58.4
20 82 69.7 1133 864.4 96.5 8341.933 139.5 67
20 83 80.8 1146 877.9 99.6 8962.496 135.4 74.7
20 84 93.7 1156 890.3 103.9 9851.294 135.5 90.5
20 85 98.1 1165 899.9 107.6 10501.66 127.9 89.2
20 86 112.7 1172 908.6 109.6 11146.7 119 100
20 87 121.2 1187 922 113.6 12056.79 125 102
20 88 129 1205 940 118.3 13068 125 113.5
20 89 144.4 1222 953 124 14110 122.4 125.9
20 90 160.1 1230 959.2 130.7 14975 117.5 135.9
20 91 158.9 1237 963.3 136.2 15093 116.1 153.9
20 92 187.7 1237 968.3 140.3 16298 114.7 164.4
21 63 28.2 3351 2238 30.6 2312.307 122.7 23.4
21 64 28.5 3442 2299.3 31 2483.397 122.2 23.9
21 65 27.9 3534 2365.4 31.5 2629.601 121 24.1
21 66 28.2 3608 2425.8 32.4 2780.99 121 24.1
21 67 29.4 3680 2485.2 33.4 2967.633 121.7 26.3
21 68 30.9 3716 2523.6 34.8 3140.797 121.7 26.7
21 69 30.7 3765 2563.8 36.7 3384.471 122.3 27.2
21 70 32.6 3922 2723.9 38.8 3702.802 123.5 28.5
21 71 34.2 4011 2816.9 40.5 3968.251 126.7 30.2
21 72 34.3 4062 2884 41.8 4212.961 133.2 29.9
21 73 35.3 4082 2933.8 44.4 4684.755 137.3 30.1
21 74 35.8 4099 2980.8 49.3 5073.596 144.8 31.3
21 75 39.5 4115 3028.7 53.8 5543.315 146.1 33.6
21 76 46.1 4123 3071.8 56.9 6029.626 137.1 37.9
21 77 49.2 4138 3114.9 60.6 6435.057 135.7 38.4
21 78 52.1 4148 3153.3 65.2 7184.742 134.1 42.8
21 79 56.2 4148 3181.1 72.6 7917.837 131.9 45.8
21 80 58.1 4216 3230.9 82.4 8888.384 131.5 48.5
21 81 62.8 4263 3287.5 90.9 9726.206 137.1 51.8
21 82 65.4 4265 3302.8 96.5 10426.12 131.3 56.4
21 83 74.9 4304 3346.9 99.6 11464.07 128.2 68.8
21 84 84.2 4349 3391.9 103.9 12555.93 122.5 76
21 85 90.1 4391 3434.1 107.6 13494.33 121.9 83.6
21 86 93.3 4461 3496.4 109.6 14247.13 121.8 91.3
21 87 100.3 4535 3552 113.6 15111.91 119.3 94.6
21 88 109.2 4622 3612 118.3 16491 115 102.1
21 89 120.2 4694 3658 124 17489 109 109.4
21 90 131.5 4747.6 3699.8 130.7 18172 102.8 128.6
21 91 141.6 4826.1 3737.4 136.2 18477 97.6 136.5
21 92 159.1 4871.8 3760.2 140.3 19746 91.7 157.9
22 63 28 5252 3669.4 30.6 2498.002 142.2 24.2
22 64 28.4 5287 3686.8 31 2653.927 138.7 24.7
22 65 28.4 5361 3740.8 31.5 2802.376 136.5 24.7
22 66 31 5403 3779.3 32.4 2983.933 131.6 25.9
22 67 33.6 5434 3812.1 33.4 3187.917 130.2 26.5
22 68 35.1 5438 3839.1 34.8 3401.512 128 29.9
22 69 35 5467 3914.3 36.7 3626.856 129.7 29.9
22 70 39.6 5689 4076.2 38.8 3931.23 124.3 31.4
22 71 41 5741 4151.4 40.5 4199.292 121.4 34.1
22 72 46 5767 4211.1 41.8 4442.792 117.9 36.1
22 73 46 5793 4274.8 44.4 4861.439 121.2 36.9
22 74 46.3 5789 4313.3 49.3 5272.611 124.3 37.9
22 75 49.4 5778 4350.9 53.8 5721.162 126.1 40.8
22 76 57.4 5769 4389.5 56.9 6115.246 116.9 43.9
22 77 57.3 5768 4432.8 60.6 6611.856 118.9 45
22 78 61.8 5771 4477.2 65.2 7274.003 120.5 49.7
22 79 64.5 5769 4513.8 72.6 8027.996 118.2 53.2
22 80 68.2 5737 4493.6 82.4 8940.05 120.5 55.3
22 81 70.8 5773 4552.3 90.9 9837.152 123.2 58.4
22 82 78.1 5781 4577.4 96.5 10820.76 122.3 66.8
22 83 88.7 5767 4585.1 99.6 11715.73 119.8 74.7
22 84 101.4 5798 4627.5 103.9 13018.66 116 90.5
22 85 108.3 5823 4663.2 107.6 13860.23 117.2 89.2
22 86 115 5834 4679.6 109.6 14869.47 115.8 100
22 87 120.4 5855 4695 113.6 16086.96 113.8 102
22 88 131.6 5889 4722 118.3 17690 111.7 113.5
22 89 148.6 5913 4726 124 18636 104.4 125.9
22 90 152.4 5913 4726 130.7 19051 99.4 135.9
22 91 163.3 5893.3 4678.8 136.2 19385 93.5 150.1
22 92 175.9 5895.3 4668 140.3 20822 90.5 164.4
23 63 28.8 8036 5265.5 30.6 2251.001 126.7 24.4
23 64 29.3 8161 5362.8 31 2462.531 125 26
23 65 28.7 8317 5494.4 31.5 2675.059 131.8 26
23 66 29.2 8496 5646.1 32.4 2845.68 134.5 26.3
23 67 30 8608 5758.7 33.4 2906.545 134.4 27
23 68 32 8673 5849.3 34.8 3126.057 134.2 29.8
23 69 31.9 8766 5892.2 36.7 3303.663 133.4 29.7
23 70 33.7 8875 6064.9 38.8 3415.415 128.6 30.6
23 71 39.2 8965 6198.4 40.5 3710.759 126.1 32.2
23 72 40 9015 6301.4 41.8 4008.098 131.4 32.5
23 73 40.2 9060 6398.7 44.4 4496.015 133.7 32.9
23 74 41.1 9096 6488.4 49.3 4812.312 138.8 34.5
23 75 44.4 9092 6553.3 53.8 5141.581 136.8 36.7
23 76 47.9 9100 6621.9 56.9 5686.371 138 38.7
23 77 48.3 9138 6704.9 60.6 6325.95 140.3 40.6
23 78 54 9181 6787.9 65.2 7044.355 141.8 50
23 79 57.2 9207 6849 72.6 7732.826 140.9 52.5
23 80 60.3 9262 6880.4 82.4 8329.501 140.7 53.7
23 81 61.8 9204 6871.9 90.9 9004.003 139.5 58.3
23 82 68 9109 6828 96.5 9337.262 137.3 65.1
23 83 87.7 9069 6828 99.6 10002.78 128.3 75.7
23 84 97 9075 6864.2 103.9 11039.48 128.2 85.2
23 85 101.4 9085 6913.8 107.6 11760.88 126.6 88.8
23 86 106 9139 6992 109.6 12501.24 126.5 93.6
23 87 111.4 9200 7055 113.6 13064.98 122.1 100.1
23 88 122.2 9240 7090 118.3 13957 121.1 108.4
23 89 133 9273 7108 124 14757 116.6 119
23 90 143.9 9315.1 7140.3 130.7 15560 114.4 130.8
23 91 144.9 9388.2 7183.5 136.2 15938 110.3 135.8
23 92 176.7 9457.4 7226.7 140.3 17154 107.6 153.5
24 63 28.7 3507 2314.2 30.6 2067.251 112.6 26.4
24 64 30.1 3529 2333.4 31 2157.088 104.7 27.9
24 65 30.2 3562 2367.9 31.5 2360.719 109.2 28.1
24 66 30.3 3585 2398.6 32.4 2527.416 110.7 30.2
24 67 30.9 3625 2444.7 33.4 2669.159 114.4 30.5
24 68 32.7 3663 2493.6 34.8 2876.783 113.7 32.3
24 69 32.8 3700 2516.7 36.7 3071.43 112.3 32.3
24 70 39.1 3805 2624.1 38.8 3331.957 104.3 37.3
24 71 40.1 3853 2690.3 40.5 3524.608 116.4 38.5
24 72 45.2 3870 2734.5 41.8 3757.186 96.8 38.9
24 73 45.6 3891 2783.4 44.4 4514.812 106.8 39.4
24 74 47 3907 2829.4 49.3 4644.577 110.6 39.9
24 75 49.4 3937 2885.1 53.8 4962.999 111.5 42.6
24 76 52.1 3970 2941.7 56.9 5312.366 116.7 45
24 77 53.1 3996 2989.7 60.6 6025.073 117.2 46.4
24 78 57.9 4024 3033.8 65.2 6668.906 118.9 53.2
24 79 60.9 4060 3078.9 72.6 7378.618 118.3 54.1
24 80 63 4077 3079.9 82.4 8054.393 117.7 58.8
24 81 65.8 4094 3101.9 90.9 8895.867 120.8 61.4
24 82 71.7 4133 3130.7 96.5 9376.994 119.4 67.8
24 83 87.3 4144 3143.2 99.6 9884.075 113.2 77.9
24 84 99.2 4162 3166.2 103.9 11105.86 110.8 89.8
24 85 101.5 4190 3196.9 107.6 11676.82 113 92.3
24 86 116.3 4213 3224.7 109.6 12407.5 104.3 104.2
24 87 120.1 4246 3266 113.6 12961.49 108.8 110.3
24 88 141.7 4307 3312 118.3 13785 94.1 123.3
24 89 152.5 4353 3339 124 14771 92.3 130.1
24 90 162.3 4390.1 3367.5 130.7 15553 90.7 138.9
24 91 173.9 4447.3 3406 136.2 15869 86.2 150.3
24 92 197.7 4495.5 3440.5 140.3 17255 83.8 160
25 63 30.5 2291 1460.9 30.6 1322.573 83.9 26.1
25 64 30.4 2304 1472.4 31 1383.369 86.1 27.3
25 65 31.4 2309 1483.8 31.5 1496.989 83.5 27.2
25 66 31.8 2339 1516.1 32.4 1616.589 86.9 29.5
25 67 31.6 2344 1530.4 33.4 1760.108 88.1 29.6
25 68 33.9 2349 1547.5 34.8 1919.575 89 30.9
25 69 34.8 2360 1541.8 36.7 2069.074 91 30.9
25 70 36.2 2216 1490.4 38.8 2243.49 93.4 34.3
25 71 37.5 2253 1529.4 40.5 2441.827 105.4 38.8
25 72 37.4 2286 1563.7 41.8 2681.026 112.1 40
25 73 37.3 2319 1598.9 44.4 3042.815 115 39.9
25 74 41.4 2338 1623.6 49.3 3302.944 117.1 41.6
25 75 43 2350 1642.6 53.8 3530.183 116.8 44.3
25 76 46.4 2371 1668.3 56.9 3878.019 120.9 48.1
25 77 48.8 2390 1691.1 60.6 4343.461 122.1 48.9
25 78 53.6 2409 1712 65.2 4773.023 124.9 54.2
25 79 56.5 2429 1732 72.6 5257.402 123.9 56.8
25 80 59.7 2521 1791 82.4 5676.001 127 60
25 81 63 2531 1824.3 90.9 6301.906 125.3 62.6
25 82 69.2 2551 1841.4 96.5 6824.158 125.8 68.3
25 83 78.6 2587 1872.8 99.6 7118.173 122.3 79.1
25 84 89 2598 1887.1 103.9 7659.362 116.4 88.3
25 85 96.4 2613 1900.4 107.6 7968.328 115.3 92.5
25 86 106 2624 1917.5 109.6 8390.913 113.2 98.8
25 87 115.8 2625 1927 113.6 8827.452 110 103.5
25 88 122.6 2620 1931 118.3 9560 109 112.1
25 89 125.8 2621 1939 124 10102 108.3 121.5
25 90 139.9 2620 1938.2 130.7 11054 101.8 135
25 91 142.7 2639.3 1952.4 136.2 11528 105.6 137.4
25 92 160.8 2661.7 1978.8 140.3 13006 103.9 163.9
26 63 25.8 4412 3064.2 30.6 2180.055 133.2 24.1
26 64 25.7 4471 3103.8 31 2313.115 130 25
26 65 26.1 4492 3125.9 31.5 2486.625 130.2 24.5
26 66 26.2 4567 3191.5 32.4 2623.943 139.3 24.7
26 67 27.5 4587 3218.5 33.4 2772.97 138.3 25
26 68 29.2 4610 3258 34.8 3018.865 137.3 26.3
26 69 29.9 4651 3325.5 36.7 3128.506 137.2 27
26 70 36 4677 3352.5 38.8 3389.304 121.3 28.3
26 71 36.8 4717 3413.2 40.5 3624.554 127.6 30.1
26 72 37.7 4745 3458.5 41.8 3848.095 130 30.6
26 73 37.7 4763 3501.9 44.4 4351.594 132.1 30.6
26 74 38 4771 3542.3 49.3 4610.262 135.4 31.5
26 75 43.5 4779 3578 53.8 5041.376 135.6 33.3
26 76 44.7 4804 3628.1 56.9 5443.75 139.5 36
26 77 45.9 4823 3667.6 60.6 6035.601 140.8 36.9
26 78 49.9 4847 3707.2 65.2 6645.548 141.8 41.4
26 79 52.2 4867 3739.9 72.6 7398.135 140.2 43.4
26 80 57.3 4917 3764 82.4 7856.926 142.1 46.3
26 81 59.9 4941 3788.1 90.9 8681.897 140.5 49.4
26 82 64.7 4951 3797.8 96.5 9133.237 139.7 56.3
26 83 74.8 4970 3817.1 99.6 9800.666 134.1 66.4
26 84 84.8 5008 3850.8 103.9 10675.67 130 75.4
26 85 93.7 5034 3881.6 107.6 11363.32 129.2 79.3
26 86 101.9 5064 3914.4 109.6 11942.4 128.8 85.4
26 87 108.5 5103 3952 113.6 12519.35 128.7 90.5
26 88 114.6 5141 3984 118.3 13240 127.4 94.4
26 89 118.9 5159 3998 124 14008 122.8 103.8
26 90 129.1 5180.3 4014.5 130.7 14956 119.1 115.6
26 91 132.5 5221.8 4031.8 136.2 15331 119.9 120.5
26 92 153.1 5257.2 4062.4 140.3 16742 122.3 135.8
27 63 30.5 701 461.6 30.6 2079.783 118.9 26.2
27 64 30.8 703 465.5 31 2136.721 112.8 26.2
27 65 31 703 467.4 31.5 2292.006 118 26.1
27 66 30.9 703 471.2 32.4 2446.256 114.9 26.5
27 67 31.3 699 472.2 33.4 2514.581 118 27.4
27 68 32.4 696 475.1 34.8 2639.844 116.1 32
27 69 32.6 694 471.2 36.7 2789.953 117.4 31.9
27 70 34 694 482.8 38.8 3091.206 111.2 33.8
27 71 34.7 710 501.1 40.5 3224.751 115.6 33.6
27 72 40.1 718 511.7 41.8 3686.465 122.2 33.7
27 73 40.9 726 523.3 44.4 4281.724 119.9 34.4
27 74 41.8 735 534.8 49.3 4548.814 121.9 35.8
27 75 43.7 747 548.3 53.8 4888.371 123.7 38.6
27 76 45.3 756 559.9 56.9 5151.32 124.9 42.5
27 77 47.6 768 572.4 60.6 5470.172 127 43.4
27 78 51.9 780 584.9 65.2 6344.943 127.2 49.8
27 79 53.7 786 591.7 72.6 6767.319 120.3 51.7
27 80 56.7 787 590.7 82.4 7466.101 122 55.3
27 81 60.4 793 593.6 90.9 8322.239 121.1 55.9
27 82 65.7 801 599.4 96.5 8779.812 122.4 64.3
27 83 77.2 817 611 99.6 8956.836 113.7 71
27 84 91.3 824 616.7 103.9 9446.502 110.1 81.7
27 85 95.5 825 618.7 107.6 9765.354 103.6 87.4
27 86 102 817 614.8 109.6 10476.56 97.8 97.8
27 87 106.2 809 610 113.6 10846.14 91.7 102.7
27 88 115.3 805 608 118.3 11371 87.1 112.9
27 89 123 806 610 124 12390 86.2 118.6
27 90 140.4 805 609.2 130.7 13318 84.7 129.5
27 91 143.6 814.1 618.4 136.2 14079 82.9 127
27 92 163.5 830.2 632.6 140.3 15490 86.6 155.1
28 63 25.8 1468 1002.9 30.6 2055.096 118.5 25.8
28 64 27.5 1471 1005.8 31 2135.925 106.3 25.6
28 65 27.6 1459 1001 31.5 2395.591 110.5 26.1
28 66 29.6 1442 993.2 32.4 2588.572 106.1 26.2
28 67 31.4 1443 1000 33.4 2670.412 110 27.4
28 68 33.2 1453 1016.5 34.8 2801.76 109.5 29.2
28 69 32.9 1449 1018.4 36.7 3106.892 108.4 29.9
28 70 33.9 1483 1059.1 38.8 3295.832 108.1 34.1
28 71 34.7 1505 1084.3 40.5 3540.342 108.6 34.4
28 72 41.1 1520 1104.7 41.8 3919.231 104.9 34.4
28 73 41.2 1531 1123.1 44.4 4689.134 106.6 34.4
28 74 42 1541 1141.5 49.3 4679.03 110.5 35.8
28 75 44.6 1546 1155 53.8 5349.917 114.1 38.6
28 76 46.8 1555 1171.5 56.9 5448.933 118.1 42.6
28 77 48.1 1561 1184.1 60.6 5813.677 117.7 43.4
28 78 53.6 1569 1197.7 65.2 6579.539 117.4 49.8
28 79 55.4 1574 1205.4 72.6 7449.469 116.1 51.7
28 80 59.5 1570 1194.8 82.4 7640.429 116.3 55.3
28 81 60.9 1577 1199.6 90.9 8947.849 117 55.9
28 82 69.7 1586 1205.4 96.5 9097.384 117.1 64.3
28 83 83.7 1597 1212.2 99.6 9525.782 110.8 71
28 84 94.8 1606 1220.9 103.9 10599.81 107.7 81.7
28 85 95.8 1604 1221.9 107.6 11166.63 105.1 87.4
28 86 104 1598 1220 109.6 11542.48 103.1 97.8
28 87 113.7 1594 1219 113.6 11983.01 101.3 102.7
28 88 123.3 1602 1227 118.3 12567 92.9 112.9
28 89 139.3 1611 1232 124 13268 93.8 118.6
28 90 143.4 1614.1 1234.3 130.7 15153 89.9 129.1
28 91 152.2 1629.4 1244.7 136.2 15466 92.4 127
28 92 169.5 1642.7 1255.1 140.3 16992 90.6 153.1
29 63 29.9 391 263.2 30.6 2836.837 212.7 23.9
29 64 29.5 418 280.6 31 2919.303 206.3 24
29 65 29.7 434 289.3 31.5 3016.063 192.7 24.2
29 66 29.9 435 287.3 32.4 3160.104 184 25.5
29 67 30.2 436 287.3 33.4 3332.733 175.8 26
29 68 32.8 449 296 34.8 3639.508 189.7 31.3
29 69 33.3 457 302.8 36.7 3897.902 198.6 31.9
29 70 38.9 488 341.3 38.8 4377.305 189.5 33.8
29 71 44 514 361.6 40.5 4597.215 190.5 33.6
29 72 40.6 535 380.9 41.8 4786.337 198.6 33.7
29 73 40.3 551 395.3 44.4 5256.945 201.5 36.3
29 74 41.9 573 414.6 49.3 5525.235 204.7 37.8
29 75 44.5 590 431 53.8 6103.597 205.2 40.3
29 76 44.9 610 450.3 56.9 6572.005 201.4 42.5
29 77 49.3 634 472.5 60.6 7269.119 190.8 44.7
29 78 54.3 666 500.4 65.2 8207.035 187 49.5
29 79 57.1 702 530.3 72.6 9016.303 183.3 53.7
29 80 63.1 799 616.2 82.4 9886.046 177.7 56.4
29 81 63.3 845 651.8 90.9 10682.12 171.9 59.2
29 82 71.6 881 680.8 96.5 10913.03 165.1 67.6
29 83 81.9 891 689.4 99.6 11571.66 159.2 76.5
29 84 99.8 911 706.8 103.9 12056.56 136.6 88.5
29 85 109.3 940 729 107.6 12701.99 146.7 97.6
29 86 106.6 967 751.1 109.6 13280.35 142.6 99.9
29 87 114 1007 782 113.6 13991.76 147.7 103.9
29 88 129.6 1054 816 118.3 15121 141.9 113.5
29 89 145.6 1111 860 124 16295 137.9 125.6
29 90 173.7 1174.5 909.2 130.7 16142 137.3 130.2
29 91 186.3 1254.6 965.6 136.2 16382 115.5 144.4
29 92 193.8 1296.7 993.9 140.3 17711 110 165.7
30 63 24.2 646 446.2 30.6 2320.244 221.4 26.7
30 64 24.7 659 454.9 31 2487.419 223.9 26.8
30 65 24.7 673 465.5 31.5 2632.154 233.8 27.2
30 66 25.9 676 468.4 32.4 2845.329 287.6 29.6
30 67 26.5 691 480 33.4 3025.967 297.9 30.3
30 68 29.9 703 489.6 34.8 3259.338 264 32
30 69 29.9 717 505 36.7 3493.83 248.5 33.4
30 70 31.4 737 517.6 38.8 3659.883 265.7 37.7
30 71 34.1 759 537.8 40.5 3880.912 278 38.8
30 72 36.1 775 554.2 41.8 4114.283 296.2 40
30 73 36.9 793 571.5 44.4 4600.098 279 39.8
30 74 37.9 805 586.9 49.3 4961.374 269.8 41.3
30 75 40.8 815 599.5 53.8 5317.04 269.1 41.8
30 76 43.9 829 615.9 56.9 5830.905 290.5 47.1
30 77 45 850 638 60.6 6362.721 278.8 47
30 78 49.7 869 658.3 65.2 7041.516 269.6 52.5
30 79 53.2 887 676.6 72.6 7863.923 254.6 54.5
30 80 55.3 921 702.6 82.4 8721.112 247.8 58.9
30 81 58.4 936 719 90.9 9604.107 245.4 61
30 82 67 951 733.4 96.5 10404.07 239.8 66.8
30 83 74.7 959 742.1 99.6 11282.58 232.9 77
30 84 90.5 977 760.4 103.9 12609.88 215.1 90.6
30 85 89.2 998 778.7 107.6 13589.36 201.1 95.5
30 86 100 1027 802.8 109.6 14550.89 195.9 104.9
30 87 102 1057 825 113.6 15902.87 195.1 113.8
30 88 113.5 1085 843 118.3 17201 180.4 123.7
30 89 125.9 1107 858 124 17829 172.9 129.7
30 90 135.9 1111 861.1 130.7 18475 152.4 143.7
30 91 153.9 1107 855.1 136.2 18710 144.8 150.1
30 92 164.4 1113 965.5 140.3 20889 143.7 168
31 63 28.8 6542 4606.4 30.6 2856.512 141.4 26.2
31 64 30 6680 4702.4 31 3057.566 135.6 26.9
31 65 30 6781 4773.3 31.5 3219.069 138 26.5
31 66 30.1 6911 4877.1 32.4 3436.603 144.9 29.8
31 67 34.2 6981 4945 33.4 3633.263 131.1 30.1
31 68 34.5 7070 5037.2 34.8 3909.026 130.2 32
31 69 38.6 7148 5163.3 36.7 4139.745 121.2 32.2
31 70 41 7168 5153.6 38.8 4505.598 120.7 38.4
31 71 41.7 7273 5275.8 40.5 4830.801 125.1 41.3
31 72 42.1 7322 5359.2 41.8 5094.479 128.4 42.7
31 73 48.9 7316 5402.9 44.4 5593.27 120.2 44
31 74 50.2 7312 5450.4 49.3 6039.325 121.4 44.2
31 75 52.8 7313 5503.8 53.8 6568.878 122.3 45.9
31 76 53.6 7312 5554.3 56.9 7036.907 122.4 50.1
31 77 56.9 7306 5596.9 60.6 7551.079 122.8 51.7
31 78 61.9 7316 5649.3 65.2 8326.732 123.9 57.4
31 79 63.5 7332 5702.7 72.6 9119.963 123.8 60
31 80 66.4 7364 6708.8 82.4 10118.64 124.3 61.3
31 81 68.7 7404 5804.6 90.9 11177.75 127.9 64.8
31 82 76.2 7438 5852.1 96.5 12130.29 126.3 69.8
31 83 92.1 7468 5898.7 99.6 13182.8 121.3 81.7
31 84 101.1 7515 5957.8 103.9 14383.63 117.8 91.1
31 85 104.7 7568 6014.1 107.6 15321.89 116.9 98.7
31 86 114.5 7625 6075.2 109.6 16133.8 115.5 104.9
31 87 119.6 7672 6083 113.6 17317.05 111.6 110
31 88 131.8 7721 6119 118.3 18998 107.8 112.3
31 89 139.5 7736 6112 124 20218 103 122.8
31 90 149.3 7740 6115.2 130.7 21328 98.6 133.7
31 91 180.4 7770 6100.2 136.2 21884 86.7 143.2
31 92 191.1 7799.1 6104.2 140.3 23074 86.6 174.7
32 63 30.1 990 609.3 30.6 1834.692 92.5 23.9
32 64 30.2 1008 621.9 31 1931.034 89.9 24
32 65 30.2 1014 629.6 31.5 2031.565 96.3 24.2
32 66 30.4 1009 628.6 32.4 2156.182 96.5 29.6
32 67 31.5 1002 629.6 33.4 2254.618 95.5 29.2
32 68 33.7 994 632.5 34.8 2433.689 99.9 31.2
32 69 37.9 994 619 36.7 2563.542 87 33.3
32 70 39.7 1016 675.9 38.8 2785.548 90 34.6
32 71 41.7 1050 708.7 40.5 3026.404 92.6 36.6
32 72 41.1 1073 732.8 41.8 3286.109 99.3 37.2
32 73 41.8 1097 758.8 44.4 3605.504 98.9 36.5
32 74 43.7 1120 782.9 49.3 3928.042 100.3 37.8
32 75 46.3 1146 810.9 53.8 4432.791 103.1 40.5
32 76 49.5 1172 837.9 56.9 4847.482 102.4 43.4
32 77 51.6 1195 862.9 60.6 5266.361 102.4 44.7
32 78 56 1215 882.2 65.2 5920.86 103.1 49.5
32 79 57.6 1241 905.3 72.6 6555.463 101 53.7
32 80 62.6 1303 951.6 82.4 7168.074 102.7 57.2
32 81 63 1328 971.9 90.9 7683.295 103 62.7
32 82 69.4 1359 994 96.5 8046.673 97.5 68.1
32 83 79.6 1399 1023.9 99.6 8546.187 96.3 80.5
32 84 90.2 1424 1042.3 103.9 8896.999 88.9 92.8
32 85 97.5 1450 1061.5 107.6 9619.565 88 95.1
32 86 101.2 1479 1085.6 109.6 9889.743 88.2 103.5
32 87 110.2 1500 1103 113.6 10162.01 82.3 108.6
32 88 113.7 1507 1105 118.3 10672 77.7 113.5
32 89 127.2 1528 1120 124 11302 74.4 125.6
32 90 133.6 1539.2 1128.2 130.7 12398 70.8 130.2
32 91 146.9 1572.7 1150.5 136.2 12961 69.9 149.1
32 92 165.4 1606.2 1174.8 140.3 13709 71.4 165.7
33 63 26.2 17691 12524.7 30.6 2636.631 146.9 26.8
33 64 26.9 17894 12652.7 31 2827.206 141.2 27.8
33 65 26.5 18106 12803.7 31.5 2964.378 138.5 28.1
33 66 34.6 17968 12708.5 32.4 3141.34 122.4 29.8
33 67 34.7 18023 12774.8 33.4 3310.972 123.2 30.1
33 68 34.5 18186 12935.5 34.8 3583.222 124.9 31.3
33 69 38.6 18321 13267.4 36.7 3790.55 122.4 32.2
33 70 40.7 18241 13177 38.8 4119.344 119 37.7
33 71 41.7 18361 13348.3 40.5 4394.735 123.3 39.5
33 72 42.7 18350 13445.4 41.8 4599.969 119.9 40
33 73 45.8 18196 13441.6 44.4 4977.977 118.7 39.8
33 74 47.4 18078 13465.6 49.3 5387.398 121.6 41.3
33 75 51.5 18041 13550.3 53.8 5828.233 123.9 41.8
33 76 54.2 17987 13618.6 56.9 6193.675 124.6 47.1
33 77 53.8 17869 13628.2 60.6 6644.981 125.5 47
33 78 59.5 17746 13628.2 65.2 7338.17 126.4 52.5
33 79 61.1 17648 13640.7 72.6 8053.349 124.4 54.8
33 80 64.4 17557 13594.6 82.4 8929.783 127.6 58.9
33 81 65.9 17602 13694.6 90.9 9901.504 130.1 61
33 82 72.5 17659 13773.5 96.5 10557 128.5 66.8
33 83 83.1 17667 13825.5 99.6 11476.36 124.6 77
33 84 100.8 17735 13896.7 103.9 12574.78 119.3 90.6
33 85 106.2 17762 13946.7 107.6 13192.58 115.9 95.5
33 86 111.2 17795 13936.1 109.6 14042.84 114 104.9
